"App ID","Review ID","User Name","Rating","Content","Topic"
"ctrip.english","bc51d687-3316-48c6-bd7c-920e0934f4da","mdrabi mdrabi","5","trip com lebih murah","Pricing Issue"
"ctrip.english","d0b09285-8971-4eb1-95e6-3ca8868fb9ea","Sukatemi","1","ini untuk seluruh dunia","other"
"ctrip.english","e6f72721-6d66-4a1c-88fd-206cbb32c32f","Nana Bangli","5","aplikasi yg sangat membantu","other"
"ctrip.english","3b453b81-4b37-440c-9f22-abbb3de5af25","Adie Arfan","1","Tdk bs nyari penerbangan lain Mau cari info penerbangan Banjarmasin Bandung aja gk bs","other"
"ctrip.english","644b1827-db74-4cf9-a2a3-0678e949261a","Kemal","1","ribet bgt proses pembayaran nya pake segala upload kartu kredit lah","Payment/Transaction"
"ctrip.english","1dbd727b-95ba-47f3-91d8-3c1e2de9c412","User Samsung","2","gak jelas banget sih nih aplikasi cari tiket kapal aku kasih bintang 2 aja","other"
"ctrip.english","a7052c82-b4aa-4aad-bf1f-f5b7db0b1232","Zulchan Sholeh","4","hebat dan membantu dlm perjalanan","other"
"ctrip.english","e619c812-fdc1-4d81-b07f-7e9e21a9cc00","Ivan928 Bun Rivas","5","mudah di aplikasikan","other"
"ctrip.english","1edacb13-8f3c-4c2a-add8-2f23b47dfa1f","Naura Chandra","5","trip memang bertanggung jawab","other"
"ctrip.english","6e3b73b3-c701-4747-be4d-62b548eec6ff","Rahmat Hidayat","5","aplikasi bagus saya salah order tanggal dikembalikan refund dengan cepat terimakasih","Payment/Transaction"
"ctrip.english","59f6d0e0-f245-4204-b551-aea249ec5dc8","Ahdan S","1","awalnya sangat memuaskan namun kecewa setelah turun level tanpa alasan padahal transaksi tetap lancar","Payment/Transaction"
"ctrip.english","1838e96b-5226-462c-a7c4-d6e61c9947d1","I Komang Juliawan","1","Pesan hotel sudah bayar sudah konfirmasi ok Tibatiba saat chek in kamar tidak ada dipesanan hotel Hubungi customer service sangat sulit Uang pun tidak kembali Sangat tidak recomended untuk pakai aplikasi ini","Missing Feature/Request"
"ctrip.english","c9281fc8-e16f-47c6-8340-308a51d1f5f4","Eriawan Jakarta","5","baik benar juga kuat","other"
"ctrip.english","4d25170b-26b7-4d6f-8bd2-dac78277c126","Danil Fach","5","cepatmurahakses mudah","Pricing Issue"
"ctrip.english","3d2b3b10-c512-4a1f-99e3-124471f5e989","Rahmat Hidayat","5","Lumayan bangus banget","other"
"ctrip.english","398a0502-722e-44b0-82da-a6cd16a09617","Alfairano Alfairano","5","bagus dan harga bersaing dengan aplikasi lainnya","Pricing Issue"
"ctrip.english","6f647989-eec6-4ed7-9665-680faff88130","Dolly JDoulay","1","aplikasi penipu ini hati hati ya saya tertipu 15 juta tolong kembalikan uang saya sewa villa datang ke Villa ternyata ada yang nginep disana saya tertipu","other"
"ctrip.english","fdb18b45-9962-4f3f-a6f3-b2020cd73c6b","Ve Jerry","5","simple nga ribet mau beli tiket plus harga dibawah rata² dr apk lain","Pricing Issue"
"ctrip.english","7e8dfa63-d975-49ae-b9f7-70f8d0017215","Chaerul Muzakkir","1","Saya sangat sangat kecewa sekali dengan aplikasi ini saya sarankan untuk tidak menggunakan aplikasi ini saya termasuk korban yang sangat dirugikan 1 Penerbangan saya Dibatalkan ketika saya ingin pulang ke Indonesia 2 Pengembalian refund tiket dana nya dalam bentuk voucher 3 Awal janji pengembalian paling lambat 5 hari tapi faktanya 5 bulan Untuk yang mendownload aplikasi aplikasi ini saran saya hati hati dengan aplikasi ini","Performance"
"ctrip.english","f68b2e1f-b9a9-4033-9ab1-6e39679c0f2b","Rifkihd__","1","saya tidak melakukan pemesanan reservasi hotel tiba tiba ada email masuk untuk konfirmasi pemesanan bisa jadi ini ulah orang yang tidak bertanggung jawab jadi keamanan sesama perlu diperkuat","Login Issue"
"ctrip.english","e64ff23b-e295-4c62-ae88-e4b813bd2a60","Thom lagi","1","aplikasi tolollemot dan Harga jauh lebih mahal","Performance"
"ctrip.english","93200138-9d60-4331-a787-c7f8e8b0f84f","Gustiansyah Putra","1","aplikasi aneh harga tiket kok bukan ny murah malah naik gila2an udh aplikasi lelet lg pas di pakai","Pricing Issue"
"ctrip.english","4a70ba25-b864-4033-9f9a-896375d3022f","Muhamad Rudi","5","sangat membantu bagi pemula seperti saya sangat memudah kan","other"
"ctrip.english","b44a32ed-e103-4539-af7d-fc1737eb04e4","Ellis Endel","5","aplikasi keren dan baik di gunakan","other"
"ctrip.english","98e9e826-ecfc-479f-906d-23c42fcc96b0","Adi Ristianto","5","bagus dan reward oke","other"
"ctrip.english","75372445-d798-4424-9470-6b6b07dfe1ce","Mocha Charramell","5","Sangat membantu dan terpercaya dalam mencari akomodasi Sayangnya untuk kereta hanya menyediakan beberapa negara seperti Jepang dan Singapore untuk bagian Indonesia dan Taiwan masih belum bisa Semog segera bisa ya","other"
"ctrip.english","e16549bf-621d-4c63-be4f-baa6f5724106","Lily Imelda Gunawan","1","bad banyak bohongnyaticket pesawat belum 24hours uang tidak kembali","other"
"ctrip.english","440e9661-63ac-419d-8dc7-ae75c32dc8f5","Aiyra Farzana","3","tidak jdi stlah bca ulasan buruk byk skli","other"
"ctrip.english","6a4e4dc1-f07e-40c2-bdf2-130ded649969","Wanto Shen","5","trip OTA terbaik dibandingkan travelokatiketcom sinyal lemahpun bisa cek cek tikethotel dll kdg lama banget sih traveloka dan tiketcom mutermuter","other"
"ctrip.english","4e574f8f-1413-47c9-a7ce-293616b440f6","Roni Saputra","1","pemesanan hotel tidak sesuai kamar yg tertera diaplikasi view gunungternyata tidaksangat kecewa","other"
"ctrip.english","735fc303-5e07-4891-971e-d218c0b127a7","Valentinaariannaelouan Cucuku","1","banyak bohongnyavery bad","other"
"ctrip.english","06becefd-7e31-4eec-a429-68d6efdd0f39","ADIAUDDIN DADIN","5","salam sejahtera semoga berhasil dan sukses selalu","other"
"ctrip.english","4b9af097-ac1b-40e9-873e-2990ba0af449","arief azmar","5","pelayanan baik dan akurat","Customer Support"
"ctrip.english","2bf438e2-eeba-4123-8244-10acb9d30b66","Mbah e Mbah e","3","deskripsi sandi jaringan wifi hidayah login stabilkan internet","Login Issue"
"ctrip.english","6bdc4407-0ca2-4314-bd00-fc7fb0c536b4","Edwar Setia budi","5","aplikasi nya sangat membantu","other"
"ctrip.english","0c2e8a1c-80a2-4fa2-a0a5-0ccaea1579b5","Sita Kaifa","1","sangat kecewajadwal pesawat di majukankerna tmpat saya jauh jdi saya mengajukan refund tpi tidak di kembalikan dananya alasan kerna saya terlambat mengajukan padahal sudah dari tgl 27 saya mengajukan sedangkan tanggal keberangkatan tgl 29gak lagi deh beli tiket di sini","Performance"
"ctrip.english","f936ba9e-a3da-42ee-9eca-8bb889f9c137","Bella_Ace Gresik","5","HARGA TERMURAHH YG SAYA DAPAT DARI APLIKASI LAIN APALAGI PAKAI KOIN","Pricing Issue"
"ctrip.english","84fe5b99-2270-4196-ae80-3e7e55bde77f","nova naya","2","knapa banyak review yg kurang menyenangkan ya jdi ragu mau pesan","other"
"ctrip.english","4ed42030-be18-47f2-b560-c4bb3edb01d9","Nursidiq Muhamad","5","trip sangat membantu saya sangat menyukai ini gampang dan mudah terimakasih","other"
"ctrip.english","937d4ac2-804c-4e2e-9bc3-841a41fde1b0","Ike Sutiyani","3","coba dulu baik apa ngk karena pertama pakai","other"
"ctrip.english","cac6ecc4-73a2-4013-acab-7d29358f3360","NYAAH tv","5","sangar membantu sekali","other"
"ctrip.english","8d38c5db-8b8d-452d-a10e-ceaeaad099f0","Kristyn Nguru","5","tolong jangan buat kami ragu","other"
"net.skyscanner.android.main","a431eaaf-2a31-4644-a27b-fb9d0f05ab15","Nur Fatah Taufiq","5","info menarik buat vakantie","other"
"net.skyscanner.android.main","43491e9c-a8b2-4860-88aa-b820e2434a16","Imran Gone","1","ternyata lbh mahal drpd aplikasi lain","other"
"net.skyscanner.android.main","e8be4af5-3f9a-4c48-9698-f6ffec547254","Kamilfakhry Mpw","5","saya kira ini sangat membantu walaupun saya baru mau mencoba menggunakan app ini tpi gambaran harga tiket kita SudaH bisa tahui","Pricing Issue"
"net.skyscanner.android.main","a7e92c5c-d002-4b29-b657-d5347689ba42","Tadjuddin Malik","1","Tidak tau menggunakan","other"
"net.skyscanner.android.main","ee6aaf85-618a-4d65-b06d-0b719e82b479","Ikyyy","5","Good aplikasi buruan download","other"
"net.skyscanner.android.main","12ca2b05-ba6c-4a60-a0f6-56227e92ae85","Nur fatah Taufiq","5","Tawaran harga yang menarik","Pricing Issue"
"net.skyscanner.android.main","725a7e8e-f572-409b-b92e-9e673784c22e","Melisa Herlina","5","Semoga bermanfaat untuk saya","other"
"net.skyscanner.android.main","ae9dd3ef-8481-4f25-b938-62a66009000b","Wa Ode Husnun Marfuah","5","Bagus dan sangat membantu","other"
"net.skyscanner.android.main","0178c4fb-620e-41f8-a5ce-5608d25a0f91","Zaizam zami azzuhroh","3","Mencoba dulu Jika ok saya tambahkan bintang lagi","other"
"net.skyscanner.android.main","961caddb-f752-42bd-bd35-2a5b4b13a8f1","Putri Tinggar Trans PTT","2","Bagaimana cara bergabung sebagai mitra transfer bandara Kasih dua dlu kalau sudah sukses daftar baru di tambahkan lagi bintang nya","Login Issue"
"net.skyscanner.android.main","0158e23e-f0a8-4a98-8908-258eb2e4e1a9","Pratik Widiono","5","buat saya sangat membantu dalam cek status penerbangan","other"
"net.skyscanner.android.main","014e0c47-b8bf-41dd-bff4-785d2e26a3d8","Siluman Kera","5","Aplikasi yang sangat bagus membantu sekali","other"
"net.skyscanner.android.main","94f8189b-b35c-4678-a17a-bb812db1902e","Bambang Suprapto","5","Terima kasih atas hadiahnya Mr terima kasih","other"
"net.skyscanner.android.main","c54ff420-e6e0-4be5-b132-72f032148990","Trinitas Wau","5","Aplikasinya sangat memuaskan","other"
"net.skyscanner.android.main","f0c15011-1c91-49b8-98d5-19d6943d37d7","Muhamad Tauhid","5","Mempermudah n harga terjangkau","Pricing Issue"
"net.skyscanner.android.main","1a5ffc6a-70eb-4122-a294-241d5948dcb6","Muhammad yahya Albanjary","5","Sangat bermanfaat untuk traveling","other"
"net.skyscanner.android.main","d39b503a-3d1e-41ab-8d3b-fe6c20612d9e","Gian Gilantara","5","Sangat membantu memperoleh penginapan","other"
"net.skyscanner.android.main","08222b67-7e23-4ec5-a291-54ccb4d2d9a2","Scoopy Licious","1","Aplikasi rudak gak bisa login","Login Issue"
"net.skyscanner.android.main","31244369-98a6-4e2f-9d2c-5d1fc38ddd96","mughni labib","5","sangat membantu dan sangat rekomended buat perjalanan terutama ke luar negeri","other"
"net.skyscanner.android.main","a6c5d853-367d-48c8-8fd9-658a4d9ee69b","onya ely","5","Aplikasi ini memudahkan kita untuk memilih penerbangan yang ideal menurut kita dan harga tiketnya juga lumayan murah Pengalaman beberapa kali booking tiket ke Eropa pake aplikasi ini","Pricing Issue"
"net.skyscanner.android.main","e25b511a-9ebf-43ec-a1d0-4f36a2c3b94a","Ilham Alamsyah","5","Sangat Membantu Memperoleh Penginapan yg Kita cari","other"
"net.skyscanner.android.main","24bacd33-adeb-4daf-9322-face9d88c1e6","Muhammad Cholil","5","Go go digitalisasi Indonesia","other"
"net.skyscanner.android.main","7c9023ba-25fa-4037-a938-e4ed53bfd367","Jenius Aritonang","5","Mantap pesan tiket lebih mudah dan murah","Pricing Issue"
"net.skyscanner.android.main","65e64580-7a8b-4f22-9611-2f161ed93189","Dyah Happy Nur","1","Pemakan uang haram aplikasi kurang ajar sudah mempersulit hidup orang","other"
"net.skyscanner.android.main","ba6f2e80-e9b6-4a4e-9d84-7a40d9031772","syarifah22","5","Saya rencana pergi dr cgk ke riyadh dengan china southeren dengan harga yg miring apakah itu termasuk bagasi","Login Issue"
"net.skyscanner.android.main","0cc41895-8a18-4697-8594-df25a9489255","Kiki Subandi","5","Sangat bagus dan sangat membantu","other"
"net.skyscanner.android.main","c8c0f2ae-329d-40f4-907c-e7609569dc24","Gia Gusrianto","5","Sangat mudah dan ga ribet Apalagi dalam keadaan urgent","other"
"net.skyscanner.android.main","bc830fa0-4cb3-453e-9627-bc44237d884e","Bagus Trinugroho","5","Aplikasi sangat bagus","other"
"net.skyscanner.android.main","0c4ab278-db2b-4de6-8b6f-107abd0f2cad","Muri Alfiansyah","5","Apk nya sangat membantu terimakasih","other"
"net.skyscanner.android.main","0f0c5649-fe1b-416d-be8b-89825989c9b1","Romy Faisal romy faisal","5","Palayanan sangat bagus","Customer Support"
"net.skyscanner.android.main","e08be783-5972-460f-a8ff-aaf0df1a0c8f","Fitra Antoni Chanel","5","Saya baru pertama mencoba nya","other"
"net.skyscanner.android.main","6f5e225a-cb77-4578-b1bf-a8814f49313c","Rinaldi Sosmed","5","Aplikasi sangat berguna untuk yang sering berpergian jauh","other"
"net.skyscanner.android.main","43cf4434-29b3-4192-92ef-d3ad468da880","ayahe khoir","1","sangat mahal harga tiket di aplikasi ini 2x lipat dari harga normal yang belum instal jangan sampai instal aplikasi ini harga tiket pesawat normal 2 juta di aplikasi ini bisa mencapai 45 juta AUTO UNINSTALL","Pricing Issue"
"net.skyscanner.android.main","f14e7c6b-b527-41d8-a1a1-e1144a6856ca","RUDI GUNAWAN aozora","5","bintang5 buat skycanner","other"
"net.skyscanner.android.main","1f615f2c-c03a-4023-8835-8f23719d05de","Agus Jarmono","5","Mau liburan tiket pesawat hotel menjadi mudah","other"
"net.skyscanner.android.main","55c6e946-6355-483d-9b3b-1f754912fb75","F Imam Wahyudi","5","Aplikasi perbandingannya yg tepat dengan tampilan premium","UI/UX Experience"
"net.skyscanner.android.main","b527df9c-1fbc-40bc-9f5d-9e85376c4d2d","keira rose","5","yeyyy bisa kpn aja pesen tiket","other"
"net.skyscanner.android.main","4b3e4e21-c5c5-47ed-a3f6-4b76114bddfb","Coc Gan1","1","Tidak jelas lokasi terbatas penyewaan juga terbatas semua terbatas","Navigation/Map"
"net.skyscanner.android.main","ea06e9c9-de92-4a05-aa17-43c074dbd73d","Binsar hr","1","Penipu aplikasi TERKUTUKsaya ketipu 3650000 Semoga aparat menangkap pelaku inikrn lahir batin saya tidak ihklas sampe matipun saya ga terima uang keringat saya bekerka dimakan manusia penipu inisemoga Tuhan memberikan imbalan yg setimpal buat semua yg kelola aplikasi ini","other"
"net.skyscanner.android.main","73871a88-1d20-430f-8224-6841bd7206c8","Ainul Zahir","2","Sy tdk bisa login lwt aplikasinya","Login Issue"
"net.skyscanner.android.main","8e000fa1-445a-4713-b001-d64211ea67a7","Irwan Ferdana","1","Kena tipu mengapa apk ini selalu tampil di telegram meng atas namakan skysannerapa apk ini memiliki bank scyscanner saldo saya tidak bisa di tarik","other"
"net.skyscanner.android.main","0a32446b-e42f-4221-bc9c-087e3f5d0cdd","Risna","3","Kurang ada info ket bagasi dll nya","other"
"net.skyscanner.android.main","765f3984-b50a-43a9-ad9c-40ee16ec4467","Moch Rizky","1","Aplikasi penipu berkedok Reward uang saya untuk keperluan sehari2 raib cuma2 sama pihak yang gatau diri seharusnya para koruptor yang lu tipu bukan orang yang susah payah banting tulang lu tipu Semoga amanah semoga bisa menggunakan uangnya dengan tenang yah dan dengan segera lu dapet hidayah keturunan lu gakan bisa tenang hidup Doa orang yang kau celakai itu lebih berat Ingat itu","other"
"net.skyscanner.android.main","85b7f69e-350c-4dd6-b4e6-c99cbdb951f9","fay","1","Jelek sekali jangan download","other"
"net.skyscanner.android.main","cb3fd371-a549-43be-89f5-94a60d29cdfd","aisyah farrasanti","4","Kak mau nanya apakah aplikasi ini klo kita melakukan pesanan kemudian kita minta ngajuin pembatalan atau pengembalian uang apakah tidak bisa","UI/UX Experience"
"net.skyscanner.android.main","2edea2d6-8f2d-4d94-89ac-05fb343d0cc2","Dwi Purwanto","1","Aplikasi penipuan mau tarik saldo aja tidak bisa hati Dangan aplikasi kayak gini banyak temannya yang kerja sama","other"
"net.skyscanner.android.main","8508d4c9-198c-4683-ba11-ad8d0d40c9ac","Ucup Ayup","5","Bagus ne aplikasi pembayaran mudah","Payment/Transaction"
"net.skyscanner.android.main","c037878a-6172-4b37-8e57-1af9166e717b","Shella Suantika","5","Aplikasi ini sangat membantu mengetahui harga tiket pesawat murah atau mahal","Pricing Issue"
"net.skyscanner.android.main","4e477864-9398-47db-a5b2-4eeae98d8106","Mhilyarti Mhily","5","Aplikasi ini sangat memudahkan saya dalam mencari tiket pesawat yang murah","Pricing Issue"
"net.skyscanner.android.main","ab4eeee7-95f4-4467-8958-e331c8db2345","Anis Nisroha","5","Aplikasih yg sangat memudahkan bagi kami dgn dana yg trjangkau kami masih bisa liburan trksh sudah memudahkan kami","other"
"net.skyscanner.android.main","2ddd3405-6b3c-48bc-8a66-b0909d1ea834","Losyi Ristia","4","Poinnya buat apa kak Bisa dicairkan tidak Mohon dijawab","other"
"net.skyscanner.android.main","0ed65423-73fc-457f-b501-67ba73d428dd","Hamas Ardyan Prasetyo","5","Aplikasi okke untuk cari tiket dan hotel","other"
"net.skyscanner.android.main","11035145-712b-4f3c-87b5-2451ef6bff79","Dicky Pramona","5","Wah bagus aplikasi ini untuk pemesanan","other"
"net.skyscanner.android.main","3442e5d6-6e28-465c-a397-f019d92c1556","Sabri Saputra","1","Saya kasih bintang 1 karena komisi nggak keluar janji2 diang","other"
"com.agoda.mobile.consumer","ba09caf9-9de5-4697-b3cf-8f6a5e5a561f","Dimas Prasetyo","1","APLIKASI HOTEL SCAM PESEN VILLA TAPI PAS SAYA DATENGIN LOKASI MAPS NYA GK SESUAI DENGAN VILLA YANG SAYA PESAN SAYA AJUKAN REFUND YANG BALAS HANYA ROBOT HATI HATI KALO PESEN HOTEL ATAU VILLA DI AGODA RATA RATA BANYAK YANG NIPU LEBIH BAIK PESAN DI APLIKASI LAIN DARI PADA DI AGODA","Payment/Transaction"
"com.agoda.mobile.consumer","596ca146-209a-46dc-86ca-f17b2a908da5","Ikhsan Tanjung","1","sy order tiket pesawat surabya kupang 15jt htsnya lngsung dpt email no resi tp ini g ad email sm skali sy chat cs agoda dan di arahkan proses order tiket synurut sja krn sy kira it prosesnya sy d pandu buka mbangking dan trnyta uang sy d mbangkinh d sedot jg jdi sy total kehilangan uang 2jt agoda penipu","Login Issue"
"com.agoda.mobile.consumer","4593b879-7762-4550-9632-92048511e284","Yosua Jojo","2","Order Tiket Kereta sudah bayar tapi tiket tidak keluar keterangannya Timed out","Payment/Transaction"
"com.agoda.mobile.consumer","75942217-f62f-44fc-aafe-86560cb2d137","Muhamad Afrizal","1","harga saat ingin dibayar berbeda lalu saat memilih payment melalui shopeepay berhasil tapi ada notifikasi dicancel karena gagal pembayaran dan chat dijawab cuma dengan Bot AI tidak ada penyelesaian dan dana tidak otomatis kembali meskipun gagal","Missing Feature/Request"
"com.agoda.mobile.consumer","1d320490-0a8d-4dad-b1d9-894ecdfa3714","Rika Solina","5","banyak yg bilang aplikasi jelek nyatanya bagus malah dpt diskon gede bnget kmaren thank agoda","other"
"com.agoda.mobile.consumer","0d3a52e4-fcfd-454f-b39b-0b53618eaf8c","Amirah Baharmus","1","PARAHHH APLIKASI GA JELAS JELAS² SALAH APLIKASI HARGA GA SESUAI DENGAN PIHAK HOTEL EH YANG BAYAR BIAYA TAMBAHAN MALAH CUSTOMER PARAH GAUSAH DOWNLOAD APLIKASI INI MENDING APLIKASI YANG PASTI² AJAAA INI APLIKASI BOBROKKKK","Payment/Transaction"
"com.agoda.mobile.consumer","7a753b2f-b8a2-4317-9b1c-75a632cfbd45","Wina Mardiani","1","Jelek banget bantuan AI gaada call center mau nanyain refund sangat sulit padahal aplikasi yg membatalkan bukan saga ini pesanan pertama d apk tapi d bikin kecewa jelek sumpah suruh ngobrll sama AI yg jawaban nya flat","Payment/Transaction"
"com.agoda.mobile.consumer","63193ddd-a260-46f2-a02b-777309356083","anwar saleh","1","Agoda ga rekom Krn saya retur sampai sekarang ga di pulangin uangnya Uda 4 bulan ga ada yg masuk retur uang ke rekening kecewa sangat sama Agoda","Login Issue"
"com.agoda.mobile.consumer","a6892eda-6036-41f9-a628-941c19eabd02","Nisa Khoir","1","mau refund ribet sudah isi formulirmya tapi tidak bisa sampai finishing kecewa banget walaupun tidak seberapa uangnya tapi ini bisa buat pertimbangan untuk traveling berikutnya Im so sorry","Payment/Transaction"
"com.agoda.mobile.consumer","8bfe4193-68d3-4a6a-be73-9f31e4c24bcb","Syahrulmubarak Sm","2","aplikasi sangat lemot","Performance"
"com.agoda.mobile.consumer","24239b1c-bd79-4725-8c33-05a437fc5364","Jamaluddin Saleba","1","pesanan hotel jadi berubah tanpa sarapan aplikasi sering bermasalah mending unistall saja kalopun mau gunakan aplikasi ini SC setiap transaksi karena bisa tiba2 berubah","Payment/Transaction"
"com.agoda.mobile.consumer","59bf04e8-42a3-4c75-a6c5-fce6c9ee4500","Juan Nita","1","tlg di perbaiki lg saya ada pemesanan hotel di agoda dan ternyata hotel it sudah tdk beroprasi lg dan malah menjadi kos2andan tidsk bisa refund tlg untuk pihak agoda tdk ada tangung jwbny","Payment/Transaction"
"com.agoda.mobile.consumer","9dc50cee-3af2-4890-b160-dfa77502ee4f","Rusmiati Miachandra","5","ini aplikasi penipuan atau gimana yatolong kerjasamanya dongmasa refund saya blum di transfer sudah lama","Payment/Transaction"
